file,page,title,subject_text,subject_type,relation,object_text,object_type,effect_size,avg_confidence,textBlock,coreference,loc,org,per
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,2,The euro area bank lending survey - Fourth quarter of 2023,access to retail and wholesale funding,outcome,experienced_by,households,population,,0.967274,Contents 1 Overview of results 3 Box 1 General notes 5 2 Loans to enterprises 6 2.1 Credit standards tightened moderately further 6 2.2 Terms and conditions tightened moderately further 9 2.3 Rejection rates increased 11 2.4 Net demand for loans continued to decrease markedly 12 3 Loans to households for house purchase 15 3.1 Credit standards tightened somewhat further 15 3.2 Terms and conditions eased somewhat 16 3.3 Rejection rates increased 18 3.4 Net demand for loans decreased strongly 19 4 Consumer credit and other lending to households 21 4.1 Credit standards tightened further 21 4.2 Terms and conditions tightened further 22 4.3 Rejection rates increased 24 4.4 Net demand for loans decreased moderately further 24 5 Ad hoc questions 26 5.1 Banks’ access to retail and wholesale funding improved 26 5.2 Banks increased their capital in response to regulatory and supervisory requirements 27 5.3 Perceived credit risks in banks’ loan portfolios had a tightening impact on credit standards 30 5.4 Bank lending conditions tightened further in most economic sectors 33 5.5 Decrease in excess liquidity had a limited impact 36 Annexes 38 2 The euro area bank lending survey - Fourth quarter of 2023 – Overview of results,,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,2,The euro area bank lending survey - Fourth quarter of 2023,access to retail and wholesale funding,outcome,experienced_by,Banks,population,,0.988913,Contents 1 Overview of results 3 Box 1 General notes 5 2 Loans to enterprises 6 2.1 Credit standards tightened moderately further 6 2.2 Terms and conditions tightened moderately further 9 2.3 Rejection rates increased 11 2.4 Net demand for loans continued to decrease markedly 12 3 Loans to households for house purchase 15 3.1 Credit standards tightened somewhat further 15 3.2 Terms and conditions eased somewhat 16 3.3 Rejection rates increased 18 3.4 Net demand for loans decreased strongly 19 4 Consumer credit and other lending to households 21 4.1 Credit standards tightened further 21 4.2 Terms and conditions tightened further 22 4.3 Rejection rates increased 24 4.4 Net demand for loans decreased moderately further 24 5 Ad hoc questions 26 5.1 Banks’ access to retail and wholesale funding improved 26 5.2 Banks increased their capital in response to regulatory and supervisory requirements 27 5.3 Perceived credit risks in banks’ loan portfolios had a tightening impact on credit standards 30 5.4 Bank lending conditions tightened further in most economic sectors 33 5.5 Decrease in excess liquidity had a limited impact 36 Annexes 38 2 The euro area bank lending survey - Fourth quarter of 2023 – Overview of results,,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,2,The euro area bank lending survey - Fourth quarter of 2023,Perceived credit risks in,outcome,experienced_by,enterprises,population,,0.940916,Contents 1 Overview of results 3 Box 1 General notes 5 2 Loans to enterprises 6 2.1 Credit standards tightened moderately further 6 2.2 Terms and conditions tightened moderately further 9 2.3 Rejection rates increased 11 2.4 Net demand for loans continued to decrease markedly 12 3 Loans to households for house purchase 15 3.1 Credit standards tightened somewhat further 15 3.2 Terms and conditions eased somewhat 16 3.3 Rejection rates increased 18 3.4 Net demand for loans decreased strongly 19 4 Consumer credit and other lending to households 21 4.1 Credit standards tightened further 21 4.2 Terms and conditions tightened further 22 4.3 Rejection rates increased 24 4.4 Net demand for loans decreased moderately further 24 5 Ad hoc questions 26 5.1 Banks’ access to retail and wholesale funding improved 26 5.2 Banks increased their capital in response to regulatory and supervisory requirements 27 5.3 Perceived credit risks in banks’ loan portfolios had a tightening impact on credit standards 30 5.4 Bank lending conditions tightened further in most economic sectors 33 5.5 Decrease in excess liquidity had a limited impact 36 Annexes 38 2 The euro area bank lending survey - Fourth quarter of 2023 – Overview of results,,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,2,The euro area bank lending survey - Fourth quarter of 2023,Perceived credit risks in,outcome,experienced_by,households,population,,0.961475,Contents 1 Overview of results 3 Box 1 General notes 5 2 Loans to enterprises 6 2.1 Credit standards tightened moderately further 6 2.2 Terms and conditions tightened moderately further 9 2.3 Rejection rates increased 11 2.4 Net demand for loans continued to decrease markedly 12 3 Loans to households for house purchase 15 3.1 Credit standards tightened somewhat further 15 3.2 Terms and conditions eased somewhat 16 3.3 Rejection rates increased 18 3.4 Net demand for loans decreased strongly 19 4 Consumer credit and other lending to households 21 4.1 Credit standards tightened further 21 4.2 Terms and conditions tightened further 22 4.3 Rejection rates increased 24 4.4 Net demand for loans decreased moderately further 24 5 Ad hoc questions 26 5.1 Banks’ access to retail and wholesale funding improved 26 5.2 Banks increased their capital in response to regulatory and supervisory requirements 27 5.3 Perceived credit risks in banks’ loan portfolios had a tightening impact on credit standards 30 5.4 Bank lending conditions tightened further in most economic sectors 33 5.5 Decrease in excess liquidity had a limited impact 36 Annexes 38 2 The euro area bank lending survey - Fourth quarter of 2023 – Overview of results,,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,2,The euro area bank lending survey - Fourth quarter of 2023,Perceived credit risks in,outcome,experienced_by,Banks,population,,0.983114,Contents 1 Overview of results 3 Box 1 General notes 5 2 Loans to enterprises 6 2.1 Credit standards tightened moderately further 6 2.2 Terms and conditions tightened moderately further 9 2.3 Rejection rates increased 11 2.4 Net demand for loans continued to decrease markedly 12 3 Loans to households for house purchase 15 3.1 Credit standards tightened somewhat further 15 3.2 Terms and conditions eased somewhat 16 3.3 Rejection rates increased 18 3.4 Net demand for loans decreased strongly 19 4 Consumer credit and other lending to households 21 4.1 Credit standards tightened further 21 4.2 Terms and conditions tightened further 22 4.3 Rejection rates increased 24 4.4 Net demand for loans decreased moderately further 24 5 Ad hoc questions 26 5.1 Banks’ access to retail and wholesale funding improved 26 5.2 Banks increased their capital in response to regulatory and supervisory requirements 27 5.3 Perceived credit risks in banks’ loan portfolios had a tightening impact on credit standards 30 5.4 Bank lending conditions tightened further in most economic sectors 33 5.5 Decrease in excess liquidity had a limited impact 36 Annexes 38 2 The euro area bank lending survey - Fourth quarter of 2023 – Overview of results,,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,2,The euro area bank lending survey - Fourth quarter of 2023,credit standards,outcome,experienced_by,enterprises,population,,0.957375,Contents 1 Overview of results 3 Box 1 General notes 5 2 Loans to enterprises 6 2.1 Credit standards tightened moderately further 6 2.2 Terms and conditions tightened moderately further 9 2.3 Rejection rates increased 11 2.4 Net demand for loans continued to decrease markedly 12 3 Loans to households for house purchase 15 3.1 Credit standards tightened somewhat further 15 3.2 Terms and conditions eased somewhat 16 3.3 Rejection rates increased 18 3.4 Net demand for loans decreased strongly 19 4 Consumer credit and other lending to households 21 4.1 Credit standards tightened further 21 4.2 Terms and conditions tightened further 22 4.3 Rejection rates increased 24 4.4 Net demand for loans decreased moderately further 24 5 Ad hoc questions 26 5.1 Banks’ access to retail and wholesale funding improved 26 5.2 Banks increased their capital in response to regulatory and supervisory requirements 27 5.3 Perceived credit risks in banks’ loan portfolios had a tightening impact on credit standards 30 5.4 Bank lending conditions tightened further in most economic sectors 33 5.5 Decrease in excess liquidity had a limited impact 36 Annexes 38 2 The euro area bank lending survey - Fourth quarter of 2023 – Overview of results,,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,2,The euro area bank lending survey - Fourth quarter of 2023,credit standards,outcome,experienced_by,households,population,,0.977934,Contents 1 Overview of results 3 Box 1 General notes 5 2 Loans to enterprises 6 2.1 Credit standards tightened moderately further 6 2.2 Terms and conditions tightened moderately further 9 2.3 Rejection rates increased 11 2.4 Net demand for loans continued to decrease markedly 12 3 Loans to households for house purchase 15 3.1 Credit standards tightened somewhat further 15 3.2 Terms and conditions eased somewhat 16 3.3 Rejection rates increased 18 3.4 Net demand for loans decreased strongly 19 4 Consumer credit and other lending to households 21 4.1 Credit standards tightened further 21 4.2 Terms and conditions tightened further 22 4.3 Rejection rates increased 24 4.4 Net demand for loans decreased moderately further 24 5 Ad hoc questions 26 5.1 Banks’ access to retail and wholesale funding improved 26 5.2 Banks increased their capital in response to regulatory and supervisory requirements 27 5.3 Perceived credit risks in banks’ loan portfolios had a tightening impact on credit standards 30 5.4 Bank lending conditions tightened further in most economic sectors 33 5.5 Decrease in excess liquidity had a limited impact 36 Annexes 38 2 The euro area bank lending survey - Fourth quarter of 2023 – Overview of results,,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,2,The euro area bank lending survey - Fourth quarter of 2023,credit standards,outcome,experienced_by,Banks,population,,0.999573,Contents 1 Overview of results 3 Box 1 General notes 5 2 Loans to enterprises 6 2.1 Credit standards tightened moderately further 6 2.2 Terms and conditions tightened moderately further 9 2.3 Rejection rates increased 11 2.4 Net demand for loans continued to decrease markedly 12 3 Loans to households for house purchase 15 3.1 Credit standards tightened somewhat further 15 3.2 Terms and conditions eased somewhat 16 3.3 Rejection rates increased 18 3.4 Net demand for loans decreased strongly 19 4 Consumer credit and other lending to households 21 4.1 Credit standards tightened further 21 4.2 Terms and conditions tightened further 22 4.3 Rejection rates increased 24 4.4 Net demand for loans decreased moderately further 24 5 Ad hoc questions 26 5.1 Banks’ access to retail and wholesale funding improved 26 5.2 Banks increased their capital in response to regulatory and supervisory requirements 27 5.3 Perceived credit risks in banks’ loan portfolios had a tightening impact on credit standards 30 5.4 Bank lending conditions tightened further in most economic sectors 33 5.5 Decrease in excess liquidity had a limited impact 36 Annexes 38 2 The euro area bank lending survey - Fourth quarter of 2023 – Overview of results,,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,2,The euro area bank lending survey - Fourth quarter of 2023,Bank lending conditions,outcome,experienced_by,enterprises,population,,0.952986,Contents 1 Overview of results 3 Box 1 General notes 5 2 Loans to enterprises 6 2.1 Credit standards tightened moderately further 6 2.2 Terms and conditions tightened moderately further 9 2.3 Rejection rates increased 11 2.4 Net demand for loans continued to decrease markedly 12 3 Loans to households for house purchase 15 3.1 Credit standards tightened somewhat further 15 3.2 Terms and conditions eased somewhat 16 3.3 Rejection rates increased 18 3.4 Net demand for loans decreased strongly 19 4 Consumer credit and other lending to households 21 4.1 Credit standards tightened further 21 4.2 Terms and conditions tightened further 22 4.3 Rejection rates increased 24 4.4 Net demand for loans decreased moderately further 24 5 Ad hoc questions 26 5.1 Banks’ access to retail and wholesale funding improved 26 5.2 Banks increased their capital in response to regulatory and supervisory requirements 27 5.3 Perceived credit risks in banks’ loan portfolios had a tightening impact on credit standards 30 5.4 Bank lending conditions tightened further in most economic sectors 33 5.5 Decrease in excess liquidity had a limited impact 36 Annexes 38 2 The euro area bank lending survey - Fourth quarter of 2023 – Overview of results,,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,2,The euro area bank lending survey - Fourth quarter of 2023,Bank lending conditions,outcome,experienced_by,households,population,,0.973546,Contents 1 Overview of results 3 Box 1 General notes 5 2 Loans to enterprises 6 2.1 Credit standards tightened moderately further 6 2.2 Terms and conditions tightened moderately further 9 2.3 Rejection rates increased 11 2.4 Net demand for loans continued to decrease markedly 12 3 Loans to households for house purchase 15 3.1 Credit standards tightened somewhat further 15 3.2 Terms and conditions eased somewhat 16 3.3 Rejection rates increased 18 3.4 Net demand for loans decreased strongly 19 4 Consumer credit and other lending to households 21 4.1 Credit standards tightened further 21 4.2 Terms and conditions tightened further 22 4.3 Rejection rates increased 24 4.4 Net demand for loans decreased moderately further 24 5 Ad hoc questions 26 5.1 Banks’ access to retail and wholesale funding improved 26 5.2 Banks increased their capital in response to regulatory and supervisory requirements 27 5.3 Perceived credit risks in banks’ loan portfolios had a tightening impact on credit standards 30 5.4 Bank lending conditions tightened further in most economic sectors 33 5.5 Decrease in excess liquidity had a limited impact 36 Annexes 38 2 The euro area bank lending survey - Fourth quarter of 2023 – Overview of results,,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,2,The euro area bank lending survey - Fourth quarter of 2023,Bank lending conditions,outcome,experienced_by,Banks,population,,0.995184,Contents 1 Overview of results 3 Box 1 General notes 5 2 Loans to enterprises 6 2.1 Credit standards tightened moderately further 6 2.2 Terms and conditions tightened moderately further 9 2.3 Rejection rates increased 11 2.4 Net demand for loans continued to decrease markedly 12 3 Loans to households for house purchase 15 3.1 Credit standards tightened somewhat further 15 3.2 Terms and conditions eased somewhat 16 3.3 Rejection rates increased 18 3.4 Net demand for loans decreased strongly 19 4 Consumer credit and other lending to households 21 4.1 Credit standards tightened further 21 4.2 Terms and conditions tightened further 22 4.3 Rejection rates increased 24 4.4 Net demand for loans decreased moderately further 24 5 Ad hoc questions 26 5.1 Banks’ access to retail and wholesale funding improved 26 5.2 Banks increased their capital in response to regulatory and supervisory requirements 27 5.3 Perceived credit risks in banks’ loan portfolios had a tightening impact on credit standards 30 5.4 Bank lending conditions tightened further in most economic sectors 33 5.5 Decrease in excess liquidity had a limited impact 36 Annexes 38 2 The euro area bank lending survey - Fourth quarter of 2023 – Overview of results,,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,3,The euro area bank lending survey - Fourth quarter of 2023,credit standards,outcome,experienced_by,banks,population,,0.998492,"1 Overview of results In the January 2024 bank lending survey (BLS), euro area banks moderately tightened their credit standards further for loans or credit lines to enterprises in the fourth quarter of 2023 (net percentage of banks of 4%; see Overview table).1 The tightening adds to the substantial cumulative tightening since 2022, which has contributed, together with weak demand, to the strong fall in loan growth to firms.",,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,3,The euro area bank lending survey - Fourth quarter of 2023,credit standards,outcome,experienced_by,enterprises,population,,0.987717,"1 Overview of results In the January 2024 bank lending survey (BLS), euro area banks moderately tightened their credit standards further for loans or credit lines to enterprises in the fourth quarter of 2023 (net percentage of banks of 4%; see Overview table).1 The tightening adds to the substantial cumulative tightening since 2022, which has contributed, together with weak demand, to the strong fall in loan growth to firms.",,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,3,The euro area bank lending survey - Fourth quarter of 2023,loans or credit lines,outcome,experienced_by,banks,population,,0.985123,"1 Overview of results In the January 2024 bank lending survey (BLS), euro area banks moderately tightened their credit standards further for loans or credit lines to enterprises in the fourth quarter of 2023 (net percentage of banks of 4%; see Overview table).1 The tightening adds to the substantial cumulative tightening since 2022, which has contributed, together with weak demand, to the strong fall in loan growth to firms.",,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,3,The euro area bank lending survey - Fourth quarter of 2023,loans or credit lines,outcome,experienced_by,enterprises,population,,0.974347,"1 Overview of results In the January 2024 bank lending survey (BLS), euro area banks moderately tightened their credit standards further for loans or credit lines to enterprises in the fourth quarter of 2023 (net percentage of banks of 4%; see Overview table).1 The tightening adds to the substantial cumulative tightening since 2022, which has contributed, together with weak demand, to the strong fall in loan growth to firms.",,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,3,The euro area bank lending survey - Fourth quarter of 2023,loan growth,outcome,experienced_by,banks,population,,0.99948,"1 Overview of results In the January 2024 bank lending survey (BLS), euro area banks moderately tightened their credit standards further for loans or credit lines to enterprises in the fourth quarter of 2023 (net percentage of banks of 4%; see Overview table).1 The tightening adds to the substantial cumulative tightening since 2022, which has contributed, together with weak demand, to the strong fall in loan growth to firms.",,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,3,The euro area bank lending survey - Fourth quarter of 2023,loan growth,outcome,experienced_by,enterprises,population,,0.988705,"1 Overview of results In the January 2024 bank lending survey (BLS), euro area banks moderately tightened their credit standards further for loans or credit lines to enterprises in the fourth quarter of 2023 (net percentage of banks of 4%; see Overview table).1 The tightening adds to the substantial cumulative tightening since 2022, which has contributed, together with weak demand, to the strong fall in loan growth to firms.",,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,3,The euro area bank lending survey - Fourth quarter of 2023,perception of greater risks,outcome,experienced_by,banks,population,,0.997688,"While banks in three out of the four largest euro area countries saw unchanged credit standards, banks in most of these countries reported a perception of greater risks.",,,,
ecb.blssurvey2023q4~6d56dfebf7.en.pdf,3,The euro area bank lending survey - Fourth quarter of 2023,tightening,intervention,impacts,loan growth,outcome,,0.998356,"The impact of past tightening will continue to dampen loan growth in the coming quarters, in line with the leading indicator properties of credit standards (about 5-6 quarters ahead of actual loan growth developments), such that actual lending to firms can be expected to remain weak in 2024.",,,,
